"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Thurston","Washington State Advisory Vote No. 32","Maintained"," ","61926","39.0267","State Executive"
"Thurston","Washington State Advisory Vote No. 33","Repealed"," ","92712","59.2807","State Executive"
"Thurston","Washington State Advisory Vote No. 33","Maintained"," ","63683","40.7193","State Executive"
"Thurston","Washington State Advisory Vote No. 34","Repealed"," ","95554","61.554","State Executive"
"Thurston","Washington State Advisory Vote No. 34","Maintained"," ","59682","38.446","State Executive"
"Thurston","Washington State Advisory Vote No. 35","Repealed"," ","81826","52.2897","State Executive"
"Thurston","Washington State Advisory Vote No. 35","Maintained"," ","74660","47.7103","State Executive"
"Thurston","Washington State Engrossed Senate Joint Resolution No. 8212","Approved"," ","69709","44.2856","State Executive"
"Thurston","Washington State Engrossed Senate Joint Resolution No. 8212","Rejected"," ","87699","55.7144","State Executive"
"Thurston"," President/Vice President","Joseph R. Biden / Kamala D. Harris","(Democratic Party Nominees)","96608","57.4589","Federal"
"Thurston"," President/Vice President","Donald J. Trump / Michael R. Pence","(Republican Party Nominees)","65277","38.8244","Federal"
"Thurston"," President/Vice President","Jo Jorgensen / Jeremy &quot;Spike&quot; Cohen","(Libertarian Party Nominees)","3708","2.2054","Federal"
"Thurston"," President/Vice President","Howie Hawkins / Angela Walker","(Green Party Nominees)","979","0.5823","Federal"
"Thurston"," President/Vice President","Gloria La Riva / Sunil Freeman","(Socialism and Liberation Party Nominees)","282","0.1677","Federal"
"Thurston"," President/Vice President","Alyson Kennedy / Malcolm M. Jarrett","(Socialist Workers Party Nominees)","111","0.066","Federal"
"Thurston"," President/Vice President","WRITE-IN"," ","1169","0.6953","Federal"
"Thurston","Congressional District 3 U.S. Representative","Jaime Herrera Beutler","(Prefers Republican Party)","4682","66.4868","Congressional"
"Thurston","Congressional District 3 U.S. Representative","Carolyn Long","(Prefers Democratic Party)","2340","33.2292","Congressional"
"Thurston","Congressional District 3 U.S. Representative","WRITE-IN"," ","20","0.284","Congressional"
"Thurston","Congressional District 10 U.S. Representative","Marilyn Strickland","(Prefers Democratic Party)","63407","45.4948","Congressional"
"Thurston","Congressional District 10 U.S. Representative","Beth Doglio","(Prefers Democratic Party)","58185","41.748","Congressional"
"Thurston","Congressional District 10 U.S. Representative","WRITE-IN"," ","17780","12.7572","Congressional"
"Thurston","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","93723","56.1888","State Executive"
"Thurston","Washington State Governor","Loren Culp","(Prefers Republican Party)","72506","43.4688","State Executive"
"Thurston","Washington State Governor","WRITE-IN"," ","571","0.3423","State Executive"
"Thurston","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","82291","53.8268","State Executive"
"Thurston","Washington State Lt. Governor","Marko Liias","(Prefers Democratic Party)","41867","27.3854","State Executive"
"Thurston","Washington State Lt. Governor","WRITE-IN"," ","28723","18.7878","State Executive"
"Thurston","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","97311","59.6407","State Executive"
"Thurston","Washington State Secretary of State","Gael Tarleton","(Prefers Democratic Party)","65627","40.222","State Executive"
"Thurston","Washington State Secretary of State","WRITE-IN"," ","224","0.1373","State Executive"
"Thurston","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","85506","53.1077","State Executive"
"Thurston","Washington State State Treasurer","Duane A. Davidson","(Prefers Republican Party)","75332","46.7886","State Executive"
"Thurston","Washington State State Treasurer","WRITE-IN"," ","167","0.1037","State Executive"
"Thurston","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","93931","58.3585","State Executive"
"Thurston","Washington State State Auditor","Chris Leyba","(Prefers Republican Party)","66884","41.5545","State Executive"
"Thurston","Washington State State Auditor","WRITE-IN"," ","140","0.087","State Executive"
"Thurston","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","91643","56.2527","State Executive"
"Thurston","Washington State Attorney General","Matt Larkin","(Prefers Republican Party)","71053","43.6141","State Executive"
"Thurston","Washington State Attorney General","WRITE-IN"," ","217","0.1332","State Executive"
"Thurston","Washington State Commissioner of Public Lands","Hilary Franz","(Prefers Democratic Party)","91181","56.7844","State Executive"
"Thurston","Washington State Commissioner of Public Lands","Sue Kuehl Pederson","(Prefers Republican Party)","69143","43.0599","State Executive"
"Thurston","Washington State Commissioner of Public Lands","WRITE-IN"," ","250","0.1557","State Executive"
"Thurston","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","84199","55.504","State Executive"
"Thurston","Washington State Superintendent of Public Instruction","Maia Espinoza"," ","66411","43.7781","State Executive"
"Thurston","Washington State Superintendent of Public Instruction","WRITE-IN"," ","1089","0.7179","State Executive"
"Thurston","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","107718","67.3595","State Executive"
"Thurston","Washington State Insurance Commissioner","Chirayu Avinash Patel","(Prefers Republican Party)","51429","32.1602","State Executive"
"Thurston","Washington State Insurance Commissioner","WRITE-IN"," ","768","0.4803","State Executive"
"Thurston","Legislative District 2 State Senator","Rick Payne","(Prefers Democrat Party)","12283","41.4238","Legislative"
"Thurston","Legislative District 2 State Senator","Jim McCune","(Prefers Republican Party)","17294","58.3232","Legislative"
"Thurston","Legislative District 2 State Senator","WRITE-IN"," ","75","0.2529","Legislative"
"Thurston","Legislative District 2 State Representative Pos. 1","Andrew Barkis","(Prefers Republican Party)","23167","94.3897","Legislative"
"Thurston","Legislative District 2 State Representative Pos. 1","WRITE-IN"," ","1377","5.6103","Legislative"
"Thurston","Legislative District 2 State Representative Pos. 2","JT Wilcox","(Prefers Republican Party)","18275","61.3481","Legislative"
"Thurston","Legislative District 2 State Representative Pos. 2","Veronica Whitcher Rockett","(Prefers Democratic Party)","11420","38.3363","Legislative"
"Thurston","Legislative District 2 State Representative Pos. 2","WRITE-IN"," ","94","0.3156","Legislative"
"Thurston","Legislative District 20 State Senator","John Braun","(Prefers Republican Party)","11557","95.5756","Legislative"
"Thurston","Legislative District 20 State Senator","WRITE-IN"," ","535","4.4244","Legislative"
"Thurston","Legislative District 20 State Representative Pos. 1","Peter Abbarno","(Prefers Republican Party)","9518","66.8352","Legislative"
"Thurston","Legislative District 20 State Representative Pos. 1","Timothy Zahn","(Prefers Democratic Party)","4706","33.0454","Legislative"
"Thurston","Legislative District 20 State Representative Pos. 1","WRITE-IN"," ","17","0.1194","Legislative"
"Thurston","Legislative District 20 State Representative Pos. 2","Ed Orcutt","(Prefers Republican Party)","9853","69.3922","Legislative"
"Thurston","Legislative District 20 State Representative Pos. 2","Will Rollet","(Prefers Democratic Party)","4329","30.4881","Legislative"
"Thurston","Legislative District 20 State Representative Pos. 2","WRITE-IN"," ","17","0.1197","Legislative"
"Thurston","Legislative District 22 State Senator","Sam Hunt","(Prefers Democratic Party)","60806","67.1593","Legislative"
"Thurston","Legislative District 22 State Senator","Garry Holland","(Prefers Republican Party)","29600","32.6927","Legislative"
"Thurston","Legislative District 22 State Senator","WRITE-IN"," ","134","0.148","Legislative"
"Thurston","Legislative District 22 State Representative Pos. 1","Laurie Dolan","(Prefers Democratic Party)","59959","66.5066","Legislative"
"Thurston","Legislative District 22 State Representative Pos. 1","J. D. Ingram","(Prefers Republican Party)","30075","33.3592","Legislative"
"Thurston","Legislative District 22 State Representative Pos. 1","WRITE-IN"," ","121","0.1342","Legislative"
"Thurston","Legislative District 22 State Representative Pos. 2","Dusty Pierpoint","(Prefers Republican Party)","36203","39.9843","Legislative"
"Thurston","Legislative District 22 State Representative Pos. 2","Jessica Bateman","(Prefers Democratic Party)","54219","59.882","Legislative"
"Thurston","Legislative District 22 State Representative Pos. 2","WRITE-IN"," ","121","0.1336","Legislative"
"Thurston","Legislative District 35 State Representative Pos. 1","Dan Griffey","(Prefers Republican Party)","14436","55.7741","Legislative"
"Thurston","Legislative District 35 State Representative Pos. 1","Colton Myers","(Prefers Democratic Party)","11423","44.1332","Legislative"
"Thurston","Legislative District 35 State Representative Pos. 1","WRITE-IN"," ","24","0.0927","Legislative"
"Thurston","Legislative District 35 State Representative Pos. 2","Drew C. MacEwen","(Prefers Republican Party)","13861","53.6853","Legislative"
"Thurston","Legislative District 35 State Representative Pos. 2","Darcy Huffman","(Prefers Democratic Party)","11934","46.2218","Legislative"
"Thurston","Legislative District 35 State Representative Pos. 2","WRITE-IN"," ","24","0.093","Legislative"
"Thurston","COMMISSIONER DISTRICT ALL COUNTY Commissioner, District No. 1","Carolina Mejia","(Prefers Democratic Party)","91240","57.8901","Commissioner"
"Thurston","COMMISSIONER DISTRICT ALL COUNTY Commissioner, District No. 1","C Davis","(Prefers Republican Party)","65767","41.7279","Commissioner"
"Thurston","COMMISSIONER DISTRICT ALL COUNTY Commissioner, District No. 1","WRITE-IN"," ","602","0.382","Commissioner"
"Thurston","COMMISSIONER DISTRICT ALL COUNTY Commissioner, District No. 2","Gary Edwards"," ","78408","50.6302","Commissioner"
"Thurston","COMMISSIONER DISTRICT ALL COUNTY Commissioner, District No. 2","Michael R. Steadman","(Prefers Democratic Party)","75780","48.9333","Commissioner"
"Thurston","COMMISSIONER DISTRICT ALL COUNTY Commissioner, District No. 2","WRITE-IN"," ","676","0.4365","Commissioner"
"Thurston","Supreme Court Justice Position #03","Dave Larson"," ","58718","39.9024","Judicial"
"Thurston","Supreme Court Justice Position #03","Raquel Montoya-Lewis"," ","87601","59.5302","Judicial"
"Thurston","Supreme Court Justice Position #03","WRITE-IN"," ","835","0.5674","Judicial"
"Thurston","Supreme Court Justice Position #04","Charles W. Johnson"," ","119967","97.4438","Judicial"
"Thurston","Supreme Court Justice Position #04","WRITE-IN"," ","3147","2.5562","Judicial"
"Thurston","Supreme Court Justice Position #06","Richard S. Serns"," ","47164","32.6926","Judicial"
"Thurston","Supreme Court Justice Position #06","G. Helen Whitener"," ","96049","66.5782","Judicial"
"Thurston","Supreme Court Justice Position #06","WRITE-IN"," ","1052","0.7292","Judicial"
"Thurston","Supreme Court Justice Position #07","Debra L. Stephens"," ","121146","97.6","Judicial"
"Thurston","Supreme Court Justice Position #07","WRITE-IN"," ","2979","2.4","Judicial"
"Thurston","Court of Appeals, Division 2, District 2 Judge Position 1","Lisa L. Sutton"," ","119065","97.9016","Judicial"
"Thurston","Court of Appeals, Division 2, District 2 Judge Position 1","WRITE-IN"," ","2552","2.0984","Judicial"
"Thurston","Thurston Superior Court Judge Position 8","Sharonda D. Amamilo"," ","86366","59.5377","Judicial"
"Thurston","Thurston Superior Court Judge Position 8","Scott Ahlf"," ","57584","39.6964","Judicial"
"Thurston","Thurston Superior Court Judge Position 8","WRITE-IN"," ","1111","0.7659","Judicial"
"Thurston","Thurston Public Utility District Commissioner, District No. 3","Chris Stearns"," ","117696","97.9608","Public Utility"
"Thurston","Thurston Public Utility District Commissioner, District No. 3","WRITE-IN"," ","2450","2.0392","Public Utility"
"Thurston","Fire Protection District No. 03 - Lacey Proposition No. 1 - Levy Lid Lift","Approved"," ","32135","63.0654","Fire"
"Thurston","Fire Protection District No. 03 - Lacey Proposition No. 1 - Levy Lid Lift","Rejected"," ","18820","36.9346","Fire"
"Wahkiakum","Washington State Referendum Measure No. 90","Approved"," ","1264","43.5562","State Executive"
"Wahkiakum","Washington State Referendum Measure No. 90","Rejected"," ","1638","56.4438","State Executive"
"Wahkiakum","Washington State Advisory Vote No. 32","Repealed"," ","2193","76.6247","State Executive"
"Wahkiakum","Washington State Advisory Vote No. 32","Maintained"," ","669","23.3753","State Executive"
"Wahkiakum","Washington State Advisory Vote No. 33","Repealed"," ","2203","77.6524","State Executive"
"Wahkiakum","Washington State Advisory Vote No. 33","Maintained"," ","634","22.3476","State Executive"
"Wahkiakum","Washington State Advisory Vote No. 34","Repealed"," ","2198","77.9433","State Executive"
"Wahkiakum","Washington State Advisory Vote No. 34","Maintained"," ","622","22.0567","State Executive"
"Wahkiakum","Washington State Advisory Vote No. 35","Repealed"," ","1934","68.0507","State Executive"
"Wahkiakum","Washington State Advisory Vote No. 35","Maintained"," ","908","31.9493","State Executive"
"Wahkiakum","Washington State Engrossed Senate Joint Resolution No. 8212","Approved"," ","820","29.0574","State Executive"
"Wahkiakum","Washington State Engrossed Senate Joint Resolution No. 8212","Rejected"," ","2002","70.9426","State Executive"
"Wahkiakum"," Wahkiakum County Proposition #1 Renewal of Six Year Levy for Emergency Medical Services","Yes"," ","1856","63.453","County"
"Wahkiakum"," Wahkiakum County Proposition #1 Renewal of Six Year Levy for Emergency Medical Services","No"," ","1069","36.547","County"
"Wahkiakum"," President/Vice President","Joseph R. Biden / Kamala D. Harris","(Democratic Party Nominees)","1164","39.0604","Federal"
"Wahkiakum"," President/Vice President","Donald J. Trump / Michael R. Pence","(Republican Party Nominees)","1741","58.4228","Federal"
"Wahkiakum"," President/Vice President","Jo Jorgensen / Jeremy &quot;Spike&quot; Cohen","(Libertarian Party Nominees)","45","1.5101","Federal"
"Wahkiakum"," President/Vice President","Howie Hawkins / Angela Walker","(Green Party Nominees)","19","0.6376","Federal"
"Wahkiakum"," President/Vice President","Gloria La Riva / Sunil Freeman","(Socialism and Liberation Party Nominees)","0","0","Federal"
"Wahkiakum"," President/Vice President","Alyson Kennedy / Malcolm M. Jarrett","(Socialist Workers Party Nominees)","2","0.0671","Federal"
"Wahkiakum"," President/Vice President","WRITE-IN"," ","9","0.302","Federal"
"Wahkiakum","Congressional District 3 U.S. Representative","Jaime Herrera Beutler","(Prefers Republican Party)","1915","64.7178","Congressional"
"Wahkiakum","Congressional District 3 U.S. Representative","Carolyn Long","(Prefers Democratic Party)","1043","35.2484","Congressional"
"Wahkiakum","Congressional District 3 U.S. Representative","WRITE-IN"," ","1","0.0338","Congressional"
"Wahkiakum","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","1101","37.0832","State Executive"
"Wahkiakum","Washington State Governor","Loren Culp","(Prefers Republican Party)","1862","62.7147","State Executive"
"Wahkiakum","Washington State Governor","WRITE-IN"," ","6","0.2021","State Executive"
"Wahkiakum","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","1076","42.9884","State Executive"
"Wahkiakum","Washington State Lt. Governor","Marko Liias","(Prefers Democratic Party)","597","23.8514","State Executive"
"Wahkiakum","Washington State Lt. Governor","WRITE-IN"," ","830","33.1602","State Executive"
"Wahkiakum","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","1872","65.4088","State Executive"
"Wahkiakum","Washington State Secretary of State","Gael Tarleton","(Prefers Democratic Party)","983","34.3466","State Executive"
"Wahkiakum","Washington State Secretary of State","WRITE-IN"," ","7","0.2446","State Executive"
"Wahkiakum","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","1068","37.6986","State Executive"
"Wahkiakum","Washington State State Treasurer","Duane A. Davidson","(Prefers Republican Party)","1763","62.2309","State Executive"
"Wahkiakum","Washington State State Treasurer","WRITE-IN"," ","2","0.0706","State Executive"
"Wahkiakum","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","1157","40.9703","State Executive"
"Wahkiakum","Washington State State Auditor","Chris Leyba","(Prefers Republican Party)","1664","58.9235","State Executive"
"Wahkiakum","Washington State State Auditor","WRITE-IN"," ","3","0.1062","State Executive"
"Wahkiakum","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","1123","39.5005","State Executive"
"Wahkiakum","Washington State Attorney General","Matt Larkin","(Prefers Republican Party)","1717","60.394","State Executive"
"Wahkiakum","Washington State Attorney General","WRITE-IN"," ","3","0.1055","State Executive"
"Wahkiakum","Washington State Commissioner of Public Lands","Hilary Franz","(Prefers Democratic Party)","1087","38.2477","State Executive"
"Wahkiakum","Washington State Commissioner of Public Lands","Sue Kuehl Pederson","(Prefers Republican Party)","1751","61.6115","State Executive"
"Wahkiakum","Washington State Commissioner of Public Lands","WRITE-IN"," ","4","0.1407","State Executive"
"Wahkiakum","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","1313","51.3492","State Executive"
"Wahkiakum","Washington State Superintendent of Public Instruction","Maia Espinoza"," ","1236","48.3379","State Executive"
"Wahkiakum","Washington State Superintendent of Public Instruction","WRITE-IN"," ","8","0.3129","State Executive"
"Wahkiakum","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","1324","48.1455","State Executive"
"Wahkiakum","Washington State Insurance Commissioner","Chirayu Avinash Patel","(Prefers Republican Party)","1418","51.5636","State Executive"
"Wahkiakum","Washington State Insurance Commissioner","WRITE-IN"," ","8","0.2909","State Executive"
"Wahkiakum","Legislative District 19 State Senator","Dean Takko","(Prefers Democratic Party)","1311","44.7288","Legislative"
"Wahkiakum","Legislative District 19 State Senator","Jeff Wilson","(Prefers Republican Party)","1617","55.1689","Legislative"
"Wahkiakum","Legislative District 19 State Senator","WRITE-IN"," ","3","0.1024","Legislative"
"Wahkiakum","Legislative District 19 State Representative Pos. 1","Jim Walsh","(Prefers Republican Party)","1856","63.9559","Legislative"
"Wahkiakum","Legislative District 19 State Representative Pos. 1","Marianna Everson","(Prefers Democratic Party)","1042","35.9063","Legislative"
"Wahkiakum","Legislative District 19 State Representative Pos. 1","WRITE-IN"," ","4","0.1378","Legislative"
"Wahkiakum","Legislative District 19 State Representative Pos. 2","Joel McEntire","(Prefers Republican Party)","1649","56.2223","Legislative"
"Wahkiakum","Legislative District 19 State Representative Pos. 2","Brian E. Blake","(Prefers Democratic Party)","1278","43.5731","Legislative"
"Wahkiakum","Legislative District 19 State Representative Pos. 2","WRITE-IN"," ","6","0.2046","Legislative"
"Wahkiakum","Wahkiakum Commissioner #1","Lee Tischer","(Prefers IND Party)","1620","57.1227","County"
"Wahkiakum","Wahkiakum Commissioner #1","Mike Backman","(Prefers IND Party)","1213","42.7715","County"
"Wahkiakum","Wahkiakum Commissioner #1","WRITE-IN"," ","3","0.1058","County"
"Wahkiakum","Wahkiakum Commissioner #2","Dan L Cothren","(Prefers Independent Party)","1874","68.0712","County"
"Wahkiakum","Wahkiakum Commissioner #2","Tim Lawry"," ","871","31.6382","County"
"Wahkiakum","Wahkiakum Commissioner #2","WRITE-IN"," ","8","0.2906","County"
"Wahkiakum","PUBLIC UTILITY DISTRICT COUNTYWIDE Commissioner #1","Gene Healy","(Prefers States No Party Preference Party)","2251","98.0401","Public Utility"
"Wahkiakum","PUBLIC UTILITY DISTRICT COUNTYWIDE Commissioner #1","WRITE-IN"," ","45","1.9599","Public Utility"
"Wahkiakum","Supreme Court Justice Position #03","Dave Larson"," ","1270","52.1775","Judicial"
"Wahkiakum","Supreme Court Justice Position #03","Raquel Montoya-Lewis"," ","1151","47.2884","Judicial"
"Wahkiakum","Supreme Court Justice Position #03","WRITE-IN"," ","13","0.5341","Judicial"
"Wahkiakum","Supreme Court Justice Position #04","Charles W. Johnson"," ","2002","97.6585","Judicial"
"Wahkiakum","Supreme Court Justice Position #04","WRITE-IN"," ","48","2.3415","Judicial"
"Wahkiakum","Supreme Court Justice Position #06","Richard S. Serns"," ","1059","44.9682","Judicial"
"Wahkiakum","Supreme Court Justice Position #06","G. Helen Whitener"," ","1279","54.31","Judicial"
"Wahkiakum","Supreme Court Justice Position #06","WRITE-IN"," ","17","0.7219","Judicial"
"Wahkiakum","Supreme Court Justice Position #07","Debra L. Stephens"," ","2004","97.7084","Judicial"
"Wahkiakum","Supreme Court Justice Position #07","WRITE-IN"," ","47","2.2916","Judicial"
"Wahkiakum","Pacific, Wahkiakum Superior Court Judge Position 1","Donald J. Richter"," ","2073","98.2464","Judicial"
"Wahkiakum","Pacific, Wahkiakum Superior Court Judge Position 1","WRITE-IN"," ","37","1.7536","Judicial"
"Walla Walla","Washington State Referendum Measure No. 90","Approved"," ","14938","49.4194","State Executive"
"Walla Walla","Washington State Referendum Measure No. 90","Rejected"," ","15289","50.5806","State Executive"
"Walla Walla","Washington State Advisory Vote No. 32","Repealed"," ","20349","69.6002","State Executive"
"Walla Walla","Washington State Advisory Vote No. 32","Maintained"," ","8888","30.3998","State Executive"
"Walla Walla","Washington State Advisory Vote No. 33","Repealed"," ","20024","69.1747","State Executive"
"Walla Walla","Washington State Advisory Vote No. 33","Maintained"," ","8923","30.8253","State Executive"
"Walla Walla","Washington State Advisory Vote No. 34","Repealed"," ","20385","71.2214","State Executive"
"Walla Walla","Washington State Advisory Vote No. 34","Maintained"," ","8237","28.7786","State Executive"
"Walla Walla","Washington State Advisory Vote No. 35","Repealed"," ","18342","63.3706","State Executive"
"Walla Walla","Washington State Advisory Vote No. 35","Maintained"," ","10602","36.6294","State Executive"
"Walla Walla","Washington State Engrossed Senate Joint Resolution No. 8212","Approved"," ","11108","38.1364","State Executive"
"Walla Walla","Washington State Engrossed Senate Joint Resolution No. 8212","Rejected"," ","18019","61.8636","State Executive"
"Walla Walla"," President/Vice President","Joseph R. Biden / Kamala D. Harris","(Democratic Party Nominees)","13649","43.8156","Federal"
"Walla Walla"," President/Vice President","Donald J. Trump / Michael R. Pence","(Republican Party Nominees)","16344","52.467","Federal"
"Walla Walla"," President/Vice President","Jo Jorgensen / Jeremy &quot;Spike&quot; Cohen","(Libertarian Party Nominees)","763","2.4494","Federal"
"Walla Walla"," President/Vice President","Howie Hawkins / Angela Walker","(Green Party Nominees)","126","0.4045","Federal"
"Walla Walla"," President/Vice President","Gloria La Riva / Sunil Freeman","(Socialism and Liberation Party Nominees)","49","0.1573","Federal"
"Walla Walla"," President/Vice President","Alyson Kennedy / Malcolm M. Jarrett","(Socialist Workers Party Nominees)","14","0.0449","Federal"
"Walla Walla"," President/Vice President","WRITE-IN"," ","206","0.6613","Federal"
"Walla Walla","Congressional District 4 U.S. Representative","Dan Newhouse","(Prefers Republican Party)","2089","79.2188","Congressional"
"Walla Walla","Congressional District 4 U.S. Representative","Douglas E. McKinley","(Prefers Democratic Party)","546","20.7053","Congressional"
"Walla Walla","Congressional District 4 U.S. Representative","WRITE-IN"," ","2","0.0758","Congressional"
"Walla Walla","Congressional District 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","16883","60.3935","Congressional"
"Walla Walla","Congressional District 5 U.S. Representative","Dave Wilson","(Prefers Democratic Party)","11033","39.467","Congressional"
"Walla Walla","Congressional District 5 U.S. Representative","WRITE-IN"," ","39","0.1395","Congressional"
"Walla Walla","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","13257","42.9293","State Executive"
"Walla Walla","Washington State Governor","Loren Culp","(Prefers Republican Party)","17530","56.7663","State Executive"
"Walla Walla","Washington State Governor","WRITE-IN"," ","94","0.3044","State Executive"
"Walla Walla","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","11017","41.8134","State Executive"
"Walla Walla","Washington State Lt. Governor","Marko Liias","(Prefers Democratic Party)","8359","31.7254","State Executive"
"Walla Walla","Washington State Lt. Governor","WRITE-IN"," ","6972","26.4612","State Executive"
"Walla Walla","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","19667","65.3671","State Executive"
"Walla Walla","Washington State Secretary of State","Gael Tarleton","(Prefers Democratic Party)","10389","34.5299","State Executive"
"Walla Walla","Washington State Secretary of State","WRITE-IN"," ","31","0.103","State Executive"
"Walla Walla","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","11845","39.5638","State Executive"
"Walla Walla","Washington State State Treasurer","Duane A. Davidson","(Prefers Republican Party)","18063","60.3327","State Executive"
"Walla Walla","Washington State State Treasurer","WRITE-IN"," ","31","0.1035","State Executive"
"Walla Walla","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","13465","45.0576","State Executive"
"Walla Walla","Washington State State Auditor","Chris Leyba","(Prefers Republican Party)","16400","54.8789","State Executive"
"Walla Walla","Washington State State Auditor","WRITE-IN"," ","19","0.0636","State Executive"
"Walla Walla","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","13220","43.7734","State Executive"
"Walla Walla","Washington State Attorney General","Matt Larkin","(Prefers Republican Party)","16953","56.1339","State Executive"
"Walla Walla","Washington State Attorney General","WRITE-IN"," ","28","0.0927","State Executive"
"Walla Walla","Washington State Commissioner of Public Lands","Hilary Franz","(Prefers Democratic Party)","12823","42.7647","State Executive"
"Walla Walla","Washington State Commissioner of Public Lands","Sue Kuehl Pederson","(Prefers Republican Party)","17137","57.1519","State Executive"
"Walla Walla","Washington State Commissioner of Public Lands","WRITE-IN"," ","25","0.0834","State Executive"
"Walla Walla","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","13842","49.7466","State Executive"
"Walla Walla","Washington State Superintendent of Public Instruction","Maia Espinoza"," ","13867","49.8365","State Executive"
"Walla Walla","Washington State Superintendent of Public Instruction","WRITE-IN"," ","116","0.4169","State Executive"
"Walla Walla","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","15411","52.4951","State Executive"
"Walla Walla","Washington State Insurance Commissioner","Chirayu Avinash Patel","(Prefers Republican Party)","13851","47.1813","State Executive"
"Walla Walla","Washington State Insurance Commissioner","WRITE-IN"," ","95","0.3236","State Executive"
"Walla Walla","Legislative District 16 State Senator","Danielle Garbe Reser","(Prefers Democratic Party)","13664","44.8397","Legislative"
"Walla Walla","Legislative District 16 State Senator","Perry Dozier","(Prefers Republican Party)","16784","55.0783","Legislative"
"Walla Walla","Legislative District 16 State Senator","WRITE-IN"," ","25","0.082","Legislative"
"Walla Walla","Legislative District 16 State Representative Pos. 1","Mark Klicker","(Prefers Republican Party)","18620","61.1093","Legislative"
"Walla Walla","Legislative District 16 State Representative Pos. 1","Frances Chvatal","(Prefers Democratic Party)","11833","38.8349","Legislative"
"Walla Walla","Legislative District 16 State Representative Pos. 1","WRITE-IN"," ","17","0.0558","Legislative"
"Walla Walla","Legislative District 16 State Representative Pos. 2","Skyler Rude","(Prefers Republican Party)","20469","67.7602","Legislative"
"Walla Walla","Legislative District 16 State Representative Pos. 2","Carly Coburn","(Prefers Democratic Party)","9708","32.1372","Legislative"
"Walla Walla","Legislative District 16 State Representative Pos. 2","WRITE-IN"," ","31","0.1026","Legislative"
"Walla Walla"," County Commissioner District 1","Roger Esparza","(Prefers Republican Party)","13065","46.5676","County"
"Walla Walla"," County Commissioner District 1","Jenny Mayberry","(Prefers Republican Party)","14685","52.3417","County"
"Walla Walla"," County Commissioner District 1","WRITE-IN"," ","306","1.0907","County"
"Walla Walla"," County Commissioner District 2","Todd L Kimball","(Prefers Republican Party)","24069","97.0642","County"
"Walla Walla"," County Commissioner District 2","WRITE-IN"," ","728","2.9358","County"
"Walla Walla","Supreme Court Justice Position #03","Dave Larson"," ","14035","51.6657","Judicial"
"Walla Walla","Supreme Court Justice Position #03","Raquel Montoya-Lewis"," ","13043","48.014","Judicial"
"Walla Walla","Supreme Court Justice Position #03","WRITE-IN"," ","87","0.3203","Judicial"
"Walla Walla","Supreme Court Justice Position #04","Charles W. Johnson"," ","22865","98.3525","Judicial"
"Walla Walla","Supreme Court Justice Position #04","WRITE-IN"," ","383","1.6475","Judicial"
"Walla Walla","Supreme Court Justice Position #06","Richard S. Serns"," ","10629","41.0339","Judicial"
"Walla Walla","Supreme Court Justice Position #06","G. Helen Whitener"," ","15142","58.4565","Judicial"
"Walla Walla","Supreme Court Justice Position #06","WRITE-IN"," ","132","0.5096","Judicial"
"Walla Walla","Supreme Court Justice Position #07","Debra L. Stephens"," ","22533","98.4361","Judicial"
"Walla Walla","Supreme Court Justice Position #07","WRITE-IN"," ","358","1.5639","Judicial"
"Walla Walla","Walla Walla  Superior Court Judge Position 1","Michael S. Mitchell"," ","12167","43.5111","Judicial"
"Walla Walla","Walla Walla  Superior Court Judge Position 1","Brandon L. Johnson"," ","15682","56.0813","Judicial"
"Walla Walla","Walla Walla  Superior Court Judge Position 1","WRITE-IN"," ","114","0.4077","Judicial"
